"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"KOTAKNIFTY","EQ","08-Feb-2022","181.93","184.10","186.80","180.01","182.05","182.37","181.38","48,293","87,59,562.47","582","27,766","57.49"
"KOTAKNIFTY","EQ","09-Feb-2022","182.37","185.00","185.00","182.73","184.60","184.48","183.87","17,488","32,15,521.75","345","11,083","63.37"
"KOTAKNIFTY","EQ","10-Feb-2022","184.48","184.47","186.40","184.01","185.30","185.53","185.12","24,567","45,47,787.96","410","18,294","74.47"
"KOTAKNIFTY","EQ","11-Feb-2022","185.53","184.10","184.28","182.49","183.18","183.39","183.10","33,007","60,43,449.47","520","14,629","44.32"
"KOTAKNIFTY","EQ","14-Feb-2022","183.39","179.80","182.50","177.55","177.63","177.97","179.09","1,32,294","2,36,92,312.61","1,413","98,391","74.37"
"KOTAKNIFTY","EQ","15-Feb-2022","177.97","181.00","183.32","177.63","183.18","183.01","179.85","52,128","93,75,464.96","725","30,449","58.41"
"KOTAKNIFTY","EQ","16-Feb-2022","183.01","184.90","184.90","181.50","182.49","182.52","182.96","28,244","51,67,569.47","418","19,109","67.66"
"KOTAKNIFTY","EQ","17-Feb-2022","182.52","183.00","184.90","180.53","182.15","182.33","182.70","25,560","46,69,844.46","394","4,827","18.88"
"KOTAKNIFTY","EQ","18-Feb-2022","182.33","186.00","186.00","180.05","182.01","182.10","182.35","18,470","33,68,066.18","366","11,466","62.08"
"KOTAKNIFTY","EQ","21-Feb-2022","182.10","181.40","183.12","179.25","181.85","181.54","181.49","22,060","40,03,620.54","559","8,944","40.54"
"KOTAKNIFTY","EQ","22-Feb-2022","181.54","180.50","181.24","178.10","180.91","180.61","179.24","43,097","77,24,548.31","739","27,812","64.53"
"KOTAKNIFTY","EQ","23-Feb-2022","180.61","181.92","181.95","180.12","180.45","180.32","181.29","1,23,765","2,24,37,747.84","1,523","77,831","62.89"
"KOTAKNIFTY","EQ","24-Feb-2022","180.32","180.00","180.00","171.73","173.00","174.00","175.05","3,73,596","6,53,99,734.80","2,518","3,10,279","83.05"
"KOTAKNIFTY","EQ","25-Feb-2022","174.00","174.25","179.45","174.25","176.30","176.12","176.06","1,08,150","1,90,40,576.37","1,062","55,386","51.21"
"KOTAKNIFTY","EQ","28-Feb-2022","176.12","175.20","177.69","173.13","177.40","177.44","175.17","49,662","86,99,147.01","1,006","30,127","60.66"
"KOTAKNIFTY","EQ","02-Mar-2022","177.44","176.90","176.90","174.40","176.02","175.66","175.23","61,639","1,08,00,840.04","928","42,973","69.72"
"KOTAKNIFTY","EQ","03-Mar-2022","175.66","178.70","178.70","174.01","174.86","174.37","175.47","53,976","94,71,089.45","620","45,363","84.04"
"KOTAKNIFTY","EQ","04-Mar-2022","174.37","174.00","174.38","170.79","171.99","171.97","172.00","7,03,295","12,09,69,220.29","4,135","6,71,157","95.43"
"KOTAKNIFTY","EQ","07-Mar-2022","171.97","170.31","171.00","167.01","168.50","168.29","168.18","2,57,358","4,32,82,214.76","2,361","1,71,495","66.64"
"KOTAKNIFTY","EQ","08-Mar-2022","168.29","168.00","170.48","166.23","170.17","169.92","167.46","88,651","1,48,45,836.50","982","70,566","79.60"
"KOTAKNIFTY","EQ","09-Mar-2022","169.92","172.45","173.09","170.02","173.02","172.74","171.49","26,776","45,91,685.77","574","16,887","63.07"
"KOTAKNIFTY","EQ","10-Mar-2022","172.74","176.80","176.86","173.78","175.03","175.31","176.30","89,466","1,57,72,524.27","612","66,966","74.85"
"KOTAKNIFTY","EQ","11-Mar-2022","175.31","175.10","176.15","174.08","175.81","175.69","175.37","18,476","32,40,184.60","372","7,200","38.97"
"KOTAKNIFTY","EQ","14-Mar-2022","175.69","179.90","179.90","173.55","178.20","178.04","176.32","90,280","1,59,17,907.51","512","32,108","35.56"
"KOTAKNIFTY","EQ","15-Mar-2022","178.04","178.04","178.97","174.50","176.02","176.10","177.01","39,807","70,46,282.83","538","15,271","38.36"
"KOTAKNIFTY","EQ","16-Mar-2022","176.10","183.83","183.83","177.90","179.25","179.21","178.71","23,602","42,17,908.24","360","13,131","55.64"
"KOTAKNIFTY","EQ","17-Mar-2022","179.21","181.31","182.80","180.95","182.31","182.16","181.88","21,437","38,99,053.49","396","13,069","60.96"
"KOTAKNIFTY","EQ","21-Mar-2022","182.16","184.10","184.10","180.65","181.10","180.95","181.59","62,163","1,12,88,290.91","619","19,939","32.08"
"KOTAKNIFTY","EQ","22-Mar-2022","180.95","181.00","183.00","179.78","183.00","182.83","181.88","52,729","95,90,096.84","442","20,030","37.99"
"KOTAKNIFTY","EQ","23-Mar-2022","182.83","183.67","184.12","181.33","181.90","181.82","181.76","99,000","1,79,94,120.76","365","75,327","76.09"
"KOTAKNIFTY","EQ","24-Mar-2022","181.82","180.62","182.40","180.38","181.34","181.63","180.97","2,06,359","3,73,45,380.84","321","1,97,440","95.68"
"KOTAKNIFTY","EQ","25-Mar-2022","181.63","176.20","186.89","176.10","181.60","180.97","180.62","1,01,578","1,83,46,744.94","449","80,708","79.45"
"KOTAKNIFTY","EQ","28-Mar-2022","180.97","184.70","184.70","175.55","181.89","181.94","180.45","36,066","65,08,283.28","461","21,195","58.77"
"KOTAKNIFTY","EQ","29-Mar-2022","181.94","183.94","183.94","181.69","182.74","182.65","182.40","21,878","39,90,513.49","351","7,141","32.64"
"KOTAKNIFTY","EQ","30-Mar-2022","182.65","183.85","184.61","181.10","184.25","184.39","184.07","28,391","52,25,843.97","342","21,948","77.31"
"KOTAKNIFTY","EQ","31-Mar-2022","184.39","186.80","186.80","182.51","184.25","184.28","184.40","17,746","32,72,410.87","306","9,239","52.06"
"KOTAKNIFTY","EQ","01-Apr-2022","184.28","185.80","186.40","182.52","186.39","185.80","184.68","83,465","1,54,14,494.44","455","19,229","23.04"
"KOTAKNIFTY","EQ","04-Apr-2022","185.80","210.00","210.00","183.05","190.12","190.32","188.55","1,59,698","3,01,10,884.06","1,031","1,04,719","65.57"
"KOTAKNIFTY","EQ","05-Apr-2022","190.32","191.99","191.99","188.01","189.60","189.88","190.24","36,700","69,81,724.12","705","16,561","45.13"
"KOTAKNIFTY","EQ","06-Apr-2022","189.88","191.00","191.00","187.93","188.25","188.32","188.46","24,776","46,69,265.27","331","13,474","54.38"
"KOTAKNIFTY","EQ","07-Apr-2022","188.32","187.60","188.04","186.50","186.71","186.70","187.16","33,696","63,06,503.24","416","16,072","47.70"
"KOTAKNIFTY","EQ","08-Apr-2022","186.70","186.71","188.70","186.10","187.88","188.14","187.99","1,37,778","2,59,00,284.51","373","13,483","9.79"
"KOTAKNIFTY","EQ","11-Apr-2022","188.14","186.15","187.90","186.15","187.19","186.93","186.96","23,152","43,28,568.58","419","14,511","62.68"
"KOTAKNIFTY","EQ","12-Apr-2022","186.93","185.85","186.49","184.50","186.06","185.70","185.35","31,486","58,35,838.73","496","22,813","72.45"
"KOTAKNIFTY","EQ","13-Apr-2022","185.70","191.81","191.81","185.00","186.49","186.34","186.06","22,143","41,19,945.67","338","14,124","63.79"
"KOTAKNIFTY","EQ","18-Apr-2022","186.34","185.50","185.50","180.15","183.09","181.77","182.43","84,406","1,53,97,957.64","1,250","70,390","83.39"
"KOTAKNIFTY","EQ","19-Apr-2022","181.77","186.87","186.87","177.95","178.40","179.35","180.80","46,733","84,49,399.22","615","39,143","83.76"
"KOTAKNIFTY","EQ","20-Apr-2022","179.35","179.00","181.94","179.00","181.50","181.38","180.87","34,200","61,85,915.28","393","10,805","31.59"
"KOTAKNIFTY","EQ","21-Apr-2022","181.38","187.74","187.74","181.85","183.70","183.66","182.92","27,519","50,33,817.77","380","8,911","32.38"
"KOTAKNIFTY","EQ","22-Apr-2022","183.66","181.11","183.50","180.64","181.50","180.94","181.70","22,213","40,36,202.08","465","8,626","38.83"
"KOTAKNIFTY","EQ","25-Apr-2022","180.94","197.20","197.20","178.02","179.60","179.30","179.36","47,224","84,69,892.94","757","34,965","74.04"
"KOTAKNIFTY","EQ","26-Apr-2022","179.30","180.98","181.98","180.60","181.18","181.17","181.06","19,756","35,77,061.41","243","14,682","74.32"
"KOTAKNIFTY","EQ","27-Apr-2022","181.17","180.50","180.89","179.50","180.47","180.41","180.21","19,483","35,10,953.35","343","16,652","85.47"
"KOTAKNIFTY","EQ","28-Apr-2022","180.41","182.00","182.22","180.16","181.17","181.66","181.42","33,984","61,65,488.06","304","13,630","40.11"
"KOTAKNIFTY","EQ","29-Apr-2022","181.66","183.95","183.95","180.13","180.31","180.71","181.86","15,647","28,45,589.41","373","8,197","52.39"
"KOTAKNIFTY","EQ","02-May-2022","180.71","180.50","180.50","178.83","180.50","180.12","179.60","49,934","89,67,897.66","610","25,068","50.20"
"KOTAKNIFTY","EQ","04-May-2022","180.12","184.84","184.84","176.50","178.14","177.23","178.01","71,096","1,26,55,475.47","954","60,865","85.61"
"KOTAKNIFTY","EQ","05-May-2022","177.23","183.86","193.20","176.00","176.68","177.00","180.08","67,617","1,21,76,716.82","774","36,012","53.26"
"KOTAKNIFTY","EQ","06-May-2022","177.00","174.79","175.24","173.31","174.06","173.95","174.27","99,065","1,72,64,345.37","1,380","89,489","90.33"
"KOTAKNIFTY","EQ","09-May-2022","173.95","173.00","178.99","171.51","176.80","177.11","173.42","39,835","69,08,011.59","908","28,060","70.44"
"KOTAKNIFTY","EQ","10-May-2022","177.11","176.99","176.99","171.54","172.49","172.08","172.95","1,42,089","2,45,73,886.16","914","1,02,412","72.08"
"KOTAKNIFTY","EQ","11-May-2022","172.08","174.40","174.40","169.61","171.89","171.62","171.19","2,10,069","3,59,62,253.24","948","1,11,010","52.84"
"KOTAKNIFTY","EQ","12-May-2022","171.62","171.50","171.50","167.00","168.47","167.80","168.29","2,38,469","4,01,32,770.16","1,614","1,38,371","58.02"
"KOTAKNIFTY","EQ","13-May-2022","167.80","168.47","171.49","167.26","167.60","167.69","169.17","68,490","1,15,86,289.73","756","31,019","45.29"
"KOTAKNIFTY","EQ","16-May-2022","167.69","165.00","169.43","165.00","168.25","168.35","168.49","39,941","67,29,752.30","507","23,723","59.40"
"KOTAKNIFTY","EQ","17-May-2022","168.35","169.00","174.70","168.35","172.25","172.23","170.97","68,877","1,17,76,123.69","542","60,606","87.99"
"KOTAKNIFTY","EQ","18-May-2022","172.23","172.75","172.99","171.01","172.23","171.52","172.17","58,972","1,01,52,975.57","395","33,967","57.60"
"KOTAKNIFTY","EQ","19-May-2022","171.52","171.49","171.49","166.95","166.95","167.14","167.98","74,424","1,25,01,732.58","966","48,056","64.57"
"KOTAKNIFTY","EQ","20-May-2022","167.14","177.20","177.20","169.00","172.42","171.75","170.81","33,171","56,65,779.43","473","19,164","57.77"
"KOTAKNIFTY","EQ","23-May-2022","171.75","174.75","174.75","170.04","170.06","171.06","172.02","81,996","1,41,04,991.64","529","44,873","54.73"
"KOTAKNIFTY","EQ","24-May-2022","171.06","171.95","172.00","169.10","170.00","170.42","171.36","74,061","1,26,91,052.82","389","54,921","74.16"
"KOTAKNIFTY","EQ","25-May-2022","170.42","171.60","171.75","169.50","170.00","169.97","170.90","28,236","48,25,479.58","383","22,783","80.69"
"KOTAKNIFTY","EQ","26-May-2022","169.97","171.00","171.40","168.35","171.37","171.02","170.16","41,594","70,77,450.11","497","19,515","46.92"
